City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
quelimane,20,MZ,1593751704,93,-17.88,36.89,60.8,1.5
indian head,1,US,1593751705,88,38.6,-77.16,75.99199999999999,2.13
nanortalik,100,GL,1593751705,81,60.14,-45.24,41.97200000000004,1.29
kaitangata,96,NZ,1593751705,73,-46.28,169.85,42.008,0.89
lompoc,3,US,1593751432,87,34.64,-120.46,57.2,2.1
aripuana,96,BR,1593751706,80,-9.17,-60.63,73.22000000000006,0.69
sorland,20,NO,1593751706,76,67.67,12.69,50.0,2.7
yulara,31,AU,1593751706,34,-25.24,130.99,66.2,6.2
lambarene,93,GA,1593751706,87,-0.7,10.24,71.58200000000002,1.64
ahipara,37,NZ,1593751707,64,-35.17,173.17,54.266000000000005,2.64
abadiania,19,BR,1593751707,93,-16.2,-48.71,58.92800000000007,1.73
verkhnevilyuysk,55,RU,1593751707,54,63.45,120.32,64.61600000000001,4.9
kamenka,0,RU,1593751708,60,51.32,42.77,75.99199999999999,1.34
cooma,39,AU,1593751708,49,-36.23,149.13,46.4,6.7
teahupoo,20,PF,1593751708,69,-17.83,-149.27,80.6,1.5
ushirombo,18,TZ,1593751708,56,-3.49,31.96,63.71600000000001,2.61
san francisco de becerra,93,HN,1593751709,91,14.63,-86.1,68.21600000000001,0.37
una,92,IN,1593751709,61,20.82,71.03,90.98600000000008,4.65
zhuhai,20,CN,1593751709,74,22.28,113.57,96.00800000000001,5.7
bay roberts,99,CA,1593751709,1,47.6,-53.26,48.992,6.1
sa kaeo,90,TH,1593751710,72,13.81,102.07,86.558,5.14
lerwick,98,GB,1593751710,87,60.15,-1.15,48.2,3.1
lumphat,100,KH,1593751710,94,13.49,106.98,77.32400000000001,1.7
clermont,6,FR,1593751711,93,49.5,2.42,51.998000000000026,3.6
thinadhoo,57,MV,1593751711,65,0.53,72.93,84.47000000000006,2.11
asfi,0,MA,1593751712,88,32.3,-9.24,67.02800000000006,8.26
sao felix do xingu,19,BR,1593751712,78,-6.64,-51.99,70.484,0.43
jega,100,NG,1593751712,64,12.22,4.38,83.26400000000004,6.4
olhao,0,PT,1593751544,55,37.03,-7.84,62.6,3.1
namatanai,32,PG,1593751713,74,-3.67,152.43,82.85,2.55
kavaratti,90,IN,1593751713,74,10.57,72.64,82.4,7.7
kokopo,9,PG,1593751713,72,-4.35,152.26,84.34400000000008,3.32
aasiaat,21,GL,1593751714,86,68.71,-52.87,35.79800000000002,1.23
eureka,22,US,1593751631,86,40.8,-124.16,55.004000000000055,0.45
chimbote,33,PE,1593751714,87,-9.09,-78.58,60.11600000000001,2.1
campbell river,75,CA,1593751637,71,50.02,-125.24,57.2,3.1
uniontown,1,US,1593751703,69,39.9,-79.72,73.4,0.54
puerto baquerizo moreno,17,EC,1593751715,90,-0.9,-89.6,69.11600000000001,3.38
luau,0,AO,1593751715,53,-10.71,22.22,54.14000000000002,2.34
haimen,40,CN,1593751716,83,23.19,116.61,82.4,3.0
akdepe,54,TM,1593751716,27,42.06,59.38,78.8,6.2
bihoro,40,JP,1593751716,72,43.82,144.1,66.2,4.1
northam,90,GB,1593751717,88,51.03,-4.22,57.992,1.79
kokkinokhoma,9,GR,1593751717,83,40.93,24.3,78.99800000000002,1.0
alofi,96,NU,1593751718,88,-19.06,-169.92,73.4,6.2
gamba,85,GA,1593751718,93,-2.65,10.0,71.13200000000002,1.85
khovu-aksy,74,RU,1593751718,56,51.13,93.6,70.57400000000001,1.61
trelew,3,AR,1593751578,68,-43.25,-65.31,44.024000000000015,4.45
bedesa,36,ET,1593751719,78,8.9,40.78,64.14800000000002,2.61
dispur,75,IN,1593751719,100,26.14,91.79,86.0,0.07
laguna,1,US,1593751720,59,38.42,-121.42,66.2,3.6
berdigestyakh,70,RU,1593751720,43,62.1,126.7,67.38800000000005,6.13
guaratinga,18,BR,1593751720,94,-16.57,-39.57,69.8,1.0
pangnirtung,18,CA,1593751720,62,66.15,-65.71,48.32600000000009,0.63
bonavista,100,CA,1593751721,78,48.65,-53.11,48.00200000000008,1.34
coihaique,20,CL,1593751721,93,-45.58,-72.07,35.6,2.1
jawhar,99,SO,1593751721,67,2.78,45.5,79.08800000000005,8.32
chernyshevskiy,72,RU,1593751722,35,63.01,112.47,69.18800000000005,5.16
rundu,0,NA,1593751722,57,-17.93,19.77,50.0,1.0
abonnema,100,NG,1593751722,91,4.71,6.79,75.61400000000003,2.52
margate,53,GB,1593751723,89,51.38,1.39,59.0,0.89
meulaboh,100,ID,1593751723,64,4.14,96.13,86.19800000000002,1.77
davila,40,PH,1593751723,75,18.47,120.58,89.6,6.2
sola,86,VU,1593751723,82,-13.88,167.55,77.59400000000008,10.91
yonezawa,75,JP,1593751724,57,37.92,140.12,80.6,2.6
manggar,2,ID,1593751724,70,-2.88,108.27,84.7760000000001,6.6
mehamn,75,NO,1593751724,75,71.04,27.85,46.4,5.1
gorontalo,93,ID,1593751724,86,0.54,123.06,79.41200000000006,1.82
copiapo,2,CL,1593751616,87,-27.37,-70.33,53.6,0.5
chapais,1,CA,1593751725,67,49.78,-74.85,60.8,2.6
saint paul,1,US,1593751477,69,44.94,-93.09,78.99800000000002,1.5
ostersund,89,SE,1593751597,93,63.18,14.64,42.8,1.0
tirat karmel,0,IL,1593751726,73,32.76,34.97,75.2,0.5
semirara,60,PH,1593751726,72,12.07,121.4,85.33399999999999,5.47
kiama,25,AU,1593751726,43,-34.68,150.87,64.00400000000005,6.71
ust-maya,81,RU,1593751727,43,60.42,134.53,72.21200000000006,4.13
waingapu,27,ID,1593751727,58,-9.66,120.26,83.174,8.72
hami,25,CN,1593751728,10,42.8,93.45,94.73000000000005,3.86
victor harbor,40,AU,1593751728,72,-35.57,138.62,53.99600000000005,1.79
amambai,0,BR,1593751728,92,-23.1,-55.23,45.194000000000074,2.31
uglich,39,RU,1593751728,85,57.53,38.33,67.78399999999999,1.77
bitung,40,ID,1593751664,70,1.45,125.18,84.2,3.1
salalah,96,OM,1593751729,78,17.02,54.09,82.4,4.73
bubaque,100,GW,1593751730,81,11.28,-15.83,79.23200000000001,2.07
dwarka,7,IN,1593751730,73,22.24,68.97,88.53800000000004,6.41
kyzyl-suu,8,KG,1593751730,51,42.34,78.0,65.066,3.04
matamoros,100,MX,1593751730,71,25.53,-103.25,73.00400000000005,4.07
sretensk,51,RU,1593751731,25,52.25,117.71,88.016,3.13
villiers,0,ZA,1593751731,77,-27.03,28.6,36.842,1.5
rabo de peixe,20,PT,1593751732,87,37.8,-25.58,59.0,1.5
asosa,100,ET,1593751732,100,10.07,34.53,61.141999999999996,0.8
lumding,75,IN,1593751733,79,25.75,93.17,86.0,1.5
tigil,100,RU,1593751733,72,57.8,158.67,51.78200000000002,1.61
bontang,95,ID,1593751569,79,0.13,117.5,82.99400000000007,5.49
kungurtug,63,RU,1593751734,35,50.6,97.52,76.82000000000006,1.67
vanavara,66,RU,1593751734,34,60.34,102.28,84.2,3.08
mayenne,47,FR,1593751734,100,48.33,-0.67,51.8,2.1
pangody,100,RU,1593751735,92,65.85,74.49,59.702000000000076,2.76
blythe,1,US,1593751735,20,33.61,-114.6,95.0,4.6
waw,79,SS,1593751735,90,7.7,28.0,71.56400000000004,0.71
birin,100,NP,1593751735,84,26.89,88.07,74.60600000000002,1.89
severobaykalsk,43,RU,1593751736,44,55.65,109.32,69.60200000000007,1.56
chany,100,RU,1593751736,92,55.31,76.76,61.84400000000007,4.21
arona,0,ES,1593751737,73,28.1,-16.68,73.99400000000007,5.1
colmar,10,FR,1593751737,72,48.08,7.37,60.998000000000026,0.66
hamilton,1,US,1593751651,83,39.18,-84.53,73.99400000000007,1.72
barcelos,0,PT,1593751738,81,41.54,-8.62,55.99400000000007,2.1
porbandar,12,IN,1593751738,69,21.64,69.61,89.16800000000009,5.74
gazanjyk,41,TM,1593751738,14,39.24,55.52,86.684,9.23
jaragua,6,BR,1593751739,86,-15.76,-49.33,62.96000000000008,2.08
evensk,13,RU,1593751739,53,61.95,159.23,57.63200000000002,5.17
cruzeiro do sul,0,BR,1593751739,95,-29.51,-51.99,41.0,1.23
presidencia roque saenz pena,0,AR,1593751739,91,-26.79,-60.44,42.96200000000006,1.66
galveston,75,US,1593751547,79,29.37,-94.97,84.99199999999999,4.6
baiyin,90,CN,1593751740,77,36.56,104.21,69.00800000000001,2.0
inverell,19,AU,1593751741,69,-29.78,151.12,64.00400000000005,3.13
kondopoga,73,RU,1593751741,82,62.21,34.26,62.6,2.0
tautira,20,PF,1593751741,69,-17.73,-149.15,80.6,1.5
salinopolis,3,BR,1593751605,83,-0.61,-47.36,78.62000000000006,4.22
manacapuru,40,BR,1593751496,94,-3.3,-60.62,77.0,1.5
bonthe,100,SL,1593751742,89,7.53,-12.51,75.83000000000004,2.49
fairbanks,1,US,1593751577,32,64.84,-147.72,68.0,3.1
cabatuan,99,PH,1593751743,60,10.88,122.49,89.56400000000004,0.43
taltal,0,CL,1593751743,67,-25.4,-70.48,58.1,1.81
villefranche-de-rouergue,75,FR,1593751743,93,44.33,2.0,57.992,3.1
mitu,100,CO,1593751743,98,1.2,-70.17,72.28399999999999,0.91
kidal,0,ML,1593751744,14,18.44,1.41,83.33600000000007,2.76
sulangan,90,PH,1593751744,69,11.14,123.72,84.11000000000008,1.28
ulaanbaatar,40,MN,1593751744,52,47.91,106.88,69.8,3.0
sol-iletsk,21,RU,1593751744,56,51.16,54.99,76.17200000000004,3.18
ljungby,13,SE,1593751745,87,56.83,13.94,53.00600000000003,2.6
saint-francois,16,FR,1593751745,87,46.42,3.91,55.004000000000055,1.94
bereda,21,ES,1593751745,100,43.27,-7.54,46.004000000000055,0.84
bambanglipuro,91,ID,1593751745,71,-7.95,110.28,82.38200000000002,7.31
sibenik,0,HR,1593751746,54,43.73,15.91,78.8,2.1
okha,100,RU,1593751746,78,53.57,142.95,60.188000000000045,4.09
sur,25,OM,1593751746,70,22.57,59.53,87.89000000000001,3.28
dudinka,0,RU,1593751746,37,69.41,86.18,68.0,6.0
miraflores,40,MX,1593751747,48,19.22,-98.81,66.2,2.6
tezu,100,IN,1593751747,69,27.92,96.17,84.36200000000005,0.93
kandrian,28,PG,1593751747,80,-6.22,149.55,81.158,7.26
dukhovshchina,97,RU,1593751748,93,55.19,32.41,66.308,1.55
padang,76,ID,1593751748,74,-0.95,100.35,84.83000000000004,1.54
shelburne,1,CA,1593751748,68,44.08,-80.2,71.00600000000003,2.1
mezen,1,RU,1593751749,58,65.85,44.24,63.82400000000001,2.12
itoman,75,JP,1593751749,84,26.12,127.67,87.8,5.7
fushun,20,CN,1593751749,54,41.86,123.92,84.2,1.0
karaton,77,ID,1593751750,49,-6.34,106.1,91.4,6.2
ibra,0,OM,1593751750,44,22.69,58.53,90.42800000000007,1.42
